,Simple AClanPSO,EIS-L2-k0.2C AClanPSO,EIS-L2-k1C AClanPSO,EIS-L2-k2C AClanPSO,EIS-L2-k0.2L AClanPSO,EIS-L2-k1L AClanPSO,EIS-L2-k0.2A AClanPSO,EIS-L2-k1A AClanPSO
Precision mean,2.317977891857624,2.034560946013485,2.5495226446388246,2.670645389794499,2.1425825097545044,2.2166507911261624,2.326852764057206,2.4272678085359765
Precision std,0.862041617234355,2.358310763574391,4.511390491801544,3.582658754761718,2.483149146147862,3.081211634368703,0.9124965037467816,1.2527674993007867
Precision median,2.4458156203612846,1.455030775188789,1.7499022890219065,2.0233520105545986,1.643332564631289,1.5147423289298139,2.4416777695840635,2.365975400751049
Best precision,0.0061473479162785505,0.0006670978924831798,0.00433179537003648,0.0014138232529515146,0.0030698809014595226,0.0028615903561396505,0.006394947223923213,0.015973087859813606
Mean iterations per experiment,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Maximum iterations per experiment,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Mean iteration CPU time,0.013448581392279467,0.01364255150940288,0.013519083657162274,0.013767048507380817,0.013564286177880164,0.013517360760545459,0.012270645924013253,0.007087122324828582
Mean experiment CPU time,67.27009649670313,68.24003168148633,67.62157403346295,68.86172314152343,67.84769138999602,67.61295415948824,61.376930683371086,35.45320800430284
Experiments,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
No. clans,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Particles per clan,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
