,Simple AClanPSO,EIS-L2-k0.2C AClanPSO,EIS-L2-k1C AClanPSO,EIS-L2-k2C AClanPSO,EIS-L2-k0.2L AClanPSO,EIS-L2-k1L AClanPSO,EIS-L2-k0.2A AClanPSO,EIS-L2-k1A AClanPSO
Precision mean,1.2749539789502577,1.2905101797210865,1.3882080501676146,1.4721628828529825,1.288651083656444,1.3335061337280427,1.3061190658717474,1.311933524510858
Precision std,0.44760699127973286,0.45507929393310087,0.4878052298292002,0.49928514443803806,0.4541329482079413,0.47225096366299296,0.46188234736084977,0.46428977808773436
Precision median,0.9974668664396218,0.9974669050939751,0.9974679291194358,0.9975561277020172,0.9974668684914478,0.9974669640487752,0.9974668670165416,0.997466879677511
Best precision,0.9882962250489558,0.9927713284363582,0.9760227317662087,0.9612753678978261,0.9959435573199095,0.9882215339987552,0.9592086149264778,0.9816886723058974
Mean iterations per experiment,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Maximum iterations per experiment,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Mean iteration CPU time,0.01020552135313588,0.010762883765453698,0.010650020416511414,0.01071293510694659,0.010492780174260643,0.010550158578152813,0.010597909797034457,0.010517570221060587
Mean experiment CPU time,51.05168619401953,53.84113432423046,53.27526792171872,53.58876404083397,52.48810513893939,52.774845966857406,53.015638173884746,52.612124907431635
Experiments,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
No. clans,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Particles per clan,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
